"[max]","455971","454966","79","42730","70","956","21","23","1.005","462019","460986","108","52123","75","952","24","24","1.033","461530","460503","100","44335","71","958","22","20","1.027","461695","460627","104","42279","77","960","19","21","1.068","450874","449834","124","58911","73","947","29","24","1.04","468960","467881","109","44439","71","955","23","22","1.079","450339","449295","104","42298","95","940","22","38","1.044","452756","451707","98","47156","79","946","26","28","1.049","466509","465500","107","52668","95","933","33","34","1.009","475020","473969","87","41165","76","958","19","23","1.051","534316","533276","109","58136","227","861","58","81","1.04","580076","578989","119","69294","238","855","67","78","1.087","507938","506943","94","43271","207","868","61","71","0.995","490855","489863","108","48709","251","850","66","84","0.992","532765","531715","120","62613","239","847","78","75","1.05","480259","479267","100","48528","199","871","56","73","0.992","479743","478790","91","49733","205","859","76","65","0.953","572028","570950","100","55564","227","857","61","82","1.078","513819","512778","100","50417","211","865","69","66","1.041","541061","540009","91","40137","216","858","64","78","1.052","410438","409396","109","41054","86","941","23","36","1.042","396514","395487","98","33942","85","947","20","33","1.027","433450","432415","105","47718","84","952","22","26","1.035","386110","385102","115","46540","95","945","29","26","1.008","357766","356741","92","31626","84","944","22","34","1.025","413502","412470","114","44836","86","950","22","28","1.032","382474","381473","103","36215","78","951","26","23","1.001","391772","390789","94","38420","93","936","33","31","0.983","352110","351129","93","41544","95","939","35","26","0.981","382976","382006","94","37082","79","950","22","28","0.97","435059","433980","110","40320","213","866","59","75","1.079","395216","394194","82","31826","224","865","67","68","1.022","401886","400871","105","38627","231","861","61","78","1.015","422386","421335","97","37588","223","854","63","83","1.051","410917","409885","102","40512","223","863","58","79","1.032","391406","390364","106","36575","224","865","49","86","1.042","421722","420679","91","38393","214","859","66","75","1.043","394916","393892","111","44768","233","844","76","80","1.024","398940","397871","126","47583","207","860","69","71","1.069","410084","409036","103","38713","226","870","62","68","1.048"
"[mean]","191704.90322580645","191199.16129032258","42.61290322580645","17919.774193548386","70","956","21","23","0.505741935483871","187283.32258064515","186769.38709677418","53.83870967741935","20336.709677419356","75","952","24","24","0.5139354838709678","197474.4516129032","196956.32258064515","48.38709677419355","17764.25806451613","71","958","22","20","0.5181290322580645","192757.8064516129","192214.4193548387","51.29032258064516","16743.612903225807","77","960","19","21","0.5433870967741936","193777.1935483871","193248.16129032258","63.064516129032256","23387.58064516129","73","947","29","24","0.5290322580645161","190996.38709677418","190449.64516129033","56.83870967741935","17392.322580645163","71","955","23","22","0.5467419354838711","188621.67741935485","188109.5806451613","52.064516129032256","18073.129032258064","95","940","22","38","0.5120967741935484","188801.4193548387","188272.90322580645","49.61290322580645","19268.129032258064","79","946","26","28","0.5285161290322581","196989.96774193548","196472.93548387097","55.064516129032256","22202.774193548386","95","933","33","34","0.5170322580645161","201946.5483870968","201409.74193548388","46.32258064516129","18287.90322580645","76","958","19","23","0.5368064516129033","236315.1935483871","235794.51612903227","55.29032258064516","26533.74193548387","227","861","58","81","0.5206774193548387","256727.67741935485","256185.4516129032","61.32258064516129","31603.516129032258","238","855","67","78","0.5422258064516129","219202.48387096773","218704.64516129033","50.87096774193548","22126.8064516129","207","868","61","71","0.4978387096774193","214280.32258064515","213794.1935483871","49.935483870967744","20390.1935483871","251","850","66","84","0.48612903225806453","232673.7741935484","232154.5806451613","60.096774193548384","28026.8064516129","239","847","78","75","0.5191935483870967","213867.03225806452","213369.16129032258","50.45161290322581","21323.1935483871","199","871","56","73","0.4978709677419355","214914.06451612903","214434.06451612903","47.935483870967744","22231.354838709678","205","859","76","65","0.48","249088.1935483871","248555.90322580645","49.54838709677419","23571.935483870966","227","857","61","82","0.5322903225806452","233537.4516129032","233003.51612903227","51","22267.483870967742","211","865","69","66","0.5339354838709677","237293.29032258064","236768.29032258064","43.87096774193548","17142.870967741936","216","858","64","78","0.5249999999999999","165212.5806451613","164689.67741935485","52.516129032258064","15508.129032258064","86","941","23","36","0.5229032258064515","157127.90322580645","156610.5806451613","48.064516129032256","14976.870967741936","85","947","20","33","0.5173225806451612","172144.83870967742","171624.25806451612","54.61290322580645","18877.225806451614","84","952","22","26","0.5205806451612903","153781.16129032258","153278.5483870968","55.516129032258064","18744.354838709678","95","945","29","26","0.5026129032258064","133930.38709677418","133420.90322580645","44.74193548387097","12283.806451612903","84","944","22","34","0.5094838709677421","157784","157288.06451612903","54","15967.41935483871","86","950","22","28","0.49593548387096786","152227.12903225806","151727.90322580645","47.516129032258064","14510.225806451614","78","951","26","23","0.4992258064516129","154435.8064516129","153947.12903225806","49.87096774193548","16127.967741935483","93","936","33","31","0.48867741935483877","134617.29032258064","134125.03225806452","48.32258064516129","15281.129032258064","95","939","35","26","0.49225806451612897","151033.90322580645","150555.64516129033","45.096774193548384","15211.064516129032","79","950","22","28","0.478258064516129","168899.2258064516","168355","52.16129032258065","15447.774193548386","213","866","59","75","0.5442258064516129","151765.96774193548","151249.61290322582","38.38709677419355","11729.129032258064","224","865","67","68","0.5163548387096774","159229.93548387097","158708.03225806452","47.32258064516129","13250.161290322581","231","861","61","78","0.5219032258064515","164397.90322580645","163880.70967741936","48.354838709677416","14156.290322580646","223","854","63","83","0.5171935483870967","164658.87096774194","164138.1935483871","53.32258064516129","17435.451612903227","223","863","58","79","0.5206774193548387","148011.93548387097","147493.51612903227","48.87096774193548","12906.129032258064","224","865","49","86","0.5184193548387096","165861.93548387097","165341.03225806452","42.41935483870968","14401.838709677419","214","859","66","75","0.5209032258064517","155712.8064516129","155207.90322580645","58","18732","233","844","76","80","0.5049032258064516","159908.03225806452","159370.5483870968","68.3225806451613","19281.83870967742","207","860","69","71","0.5374838709677419","156622.35483870967","156106.61290322582","49.483870967741936","14123.41935483871","226","870","62","68","0.5157419354838709"
"[steps]","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30"

"[all run data]","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users"
,"0","0","0","0","70","956","21","23","0","0","0","0","0","75","952","24","24","0","0","0","0","0","71","958","22","20","0","0","0","0","0","77","960","19","21","0","0","0","0","0","73","947","29","24","0","0","0","0","0","71","955","23","22","0","0","0","0","0","95","940","22","38","0","0","0","0","0","79","946","26","28","0","0","0","0","0","95","933","33","34","0","0","0","0","0","76","958","19","23","0","0","0","0","0","227","861","58","81","0","0","0","0","0","238","855","67","78","0","0","0","0","0","207","868","61","71","0","0","0","0","0","251","850","66","84","0","0","0","0","0","239","847","78","75","0","0","0","0","0","199","871","56","73","0","0","0","0","0","205","859","76","65","0","0","0","0","0","227","857","61","82","0","0","0","0","0","211","865","69","66","0","0","0","0","0","216","858","64","78","0","0","0","0","0","86","941","23","36","0","0","0","0","0","85","947","20","33","0","0","0","0","0","84","952","22","26","0","0","0","0","0","95","945","29","26","0","0","0","0","0","84","944","22","34","0","0","0","0","0","86","950","22","28","0","0","0","0","0","78","951","26","23","0","0","0","0","0","93","936","33","31","0","0","0","0","0","95","939","35","26","0","0","0","0","0","79","950","22","28","0","0","0","0","0","213","866","59","75","0","0","0","0","0","224","865","67","68","0","0","0","0","0","231","861","61","78","0","0","0","0","0","223","854","63","83","0","0","0","0","0","223","863","58","79","0","0","0","0","0","224","865","49","86","0","0","0","0","0","214","859","66","75","0","0","0","0","0","233","844","76","80","0","0","0","0","0","207","860","69","71","0","0","0","0","0","226","870","62","68","0"
,"27","0","2","0","70","956","21","23","0.027","30","0","3","0","75","952","24","24","0.03","35","0","2","0","71","958","22","20","0.035","31","0","3","0","77","960","19","21","0.031","29","0","3","0","73","947","29","24","0.029","29","0","1","0","71","955","23","22","0.029","29","0","4","0","95","940","22","38","0.029","39","0","2","0","79","946","26","28","0.039","36","0","4","0","95","933","33","34","0.036","42","0","2","0","76","958","19","23","0.042","31","0","5","0","227","861","58","81","0.031","36","0","4","0","238","855","67","78","0.036","21","0","2","0","207","868","61","71","0.021","42","0","6","0","251","850","66","84","0.042","29","0","3","0","239","847","78","75","0.029","36","0","3","0","199","871","56","73","0.036","30","0","5","0","205","859","76","65","0.03","31","0","4","0","227","857","61","82","0.031","42","0","7","0","211","865","69","66","0.042","37","0","1","0","216","858","64","78","0.037","40","0","5","0","86","941","23","36","0.04","41","0","2","0","85","947","20","33","0.041","41","0","4","0","84","952","22","26","0.041","45","0","6","0","95","945","29","26","0.045","31","0","3","0","84","944","22","34","0.031","30","0","5","0","86","950","22","28","0.03","36","0","2","0","78","951","26","23","0.036","34","0","2","0","93","936","33","31","0.034","28","0","1","0","95","939","35","26","0.028","28","0","1","0","79","950","22","28","0.028","35","0","1","0","213","866","59","75","0.035","31","0","1","0","224","865","67","68","0.031","39","0","2","0","231","861","61","78","0.039","34","0","3","0","223","854","63","83","0.034","30","0","3","0","223","863","58","79","0.03","39","0","4","0","224","865","49","86","0.039","39","0","4","0","214","859","66","75","0.039","36","0","3","0","233","844","76","80","0.036","30","0","8","0","207","860","69","71","0.03","35","0","4","0","226","870","62","68","0.035"
,"255","191","5","4","70","956","21","23","0.064","364","299","5","40","75","952","24","24","0.065","401","340","4","1","71","958","22","20","0.061","228","161","5","4","77","960","19","21","0.067","307","244","5","7","73","947","29","24","0.063","268","197","6","4","71","955","23","22","0.071","312","245","10","85","95","940","22","38","0.067","589","515","5","56","79","946","26","28","0.074","557","479","6","70","95","933","33","34","0.078","380","305","5","8","76","958","19","23","0.075","1882","1821","7","640","227","861","58","81","0.061","1884","1817","9","348","238","855","67","78","0.067","808","751","6","62","207","868","61","71","0.057","2543","2476","9","72","251","850","66","84","0.067","1564","1499","7","76","239","847","78","75","0.065","1235","1169","6","1","199","871","56","73","0.066","790","725","9","90","205","859","76","65","0.065","1314","1240","4","62","227","857","61","82","0.074","2292","2204","10","444","211","865","69","66","0.088","1549","1476","3","1","216","858","64","78","0.073","163","90","7","5","86","941","23","36","0.073","188","103","9","2","85","947","20","33","0.085","214","146","10","25","84","952","22","26","0.068","180","109","9","16","95","945","29","26","0.071","161","92","3","8","84","944","22","34","0.069","152","87","8","25","86","950","22","28","0.065","159","93","7","8","78","951","26","23","0.066","154","93","7","1","93","936","33","31","0.061","135","68","6","0","95","939","35","26","0.067","130","72","3","0","79","950","22","28","0.058","170","107","4","11","213","866","59","75","0.063","119","55","3","2","224","865","67","68","0.064","181","99","4","10","231","861","61","78","0.082","195","127","4","18","223","854","63","83","0.068","175","114","5","4","223","863","58","79","0.061","151","77","8","12","224","865","49","86","0.074","192","110","4","4","214","859","66","75","0.082","166","90","12","11","233","844","76","80","0.076","112","48","13","8","207","860","69","71","0.064","194","129","8","0","226","870","62","68","0.065"
,"1458","1359","8","73","70","956","21","23","0.099","1987","1886","12","169","75","952","24","24","0.101","2065","1962","7","8","71","958","22","20","0.103","1347","1243","9","105","77","960","19","21","0.104","1650","1539","9","92","73","947","29","24","0.111","1212","1099","10","64","71","955","23","22","0.113","1970","1863","14","383","95","940","22","38","0.107","2481","2374","8","279","79","946","26","28","0.107","2531","2424","9","347","95","933","33","34","0.107","2126","2013","7","42","76","958","19","23","0.113","7870","7774","13","1646","227","861","58","81","0.096","8823","8714","11","1545","238","855","67","78","0.109","4959","4875","10","537","207","868","61","71","0.084","10209","10112","12","836","251","850","66","84","0.097","7307","7207","10","473","239","847","78","75","0.1","6280","6180","7","147","199","871","56","73","0.1","4636","4532","13","866","205","859","76","65","0.104","6776","6676","6","369","227","857","61","82","0.1","9136","9009","16","1656","211","865","69","66","0.127","7711","7610","5","71","216","858","64","78","0.101","538","423","9","13","86","941","23","36","0.115","681","561","13","31","85","947","20","33","0.12","940","832","14","163","84","952","22","26","0.108","682","575","16","69","95","945","29","26","0.107","617","511","8","55","84","944","22","34","0.106","618","517","11","74","86","950","22","28","0.101","684","578","10","71","78","951","26","23","0.106","521","425","11","60","93","936","33","31","0.096","403","304","9","22","95","939","35","26","0.099","526","433","9","8","79","950","22","28","0.093","539","432","9","44","213","866","59","75","0.107","381","286","5","12","224","865","67","68","0.095","641","520","6","25","231","861","61","78","0.121","777","681","4","62","223","854","63","83","0.096","807","707","6","21","223","863","58","79","0.1","553","451","11","50","224","865","49","86","0.102","643","525","7","23","214","859","66","75","0.118","596","491","16","50","233","844","76","80","0.105","352","261","17","48","207","860","69","71","0.091","648","548","12","12","226","870","62","68","0.1"
,"4476","4343","10","321","70","956","21","23","0.133","6385","6249","14","483","75","952","24","24","0.136","6748","6605","11","103","71","958","22","20","0.143","4451","4310","10","445","77","960","19","21","0.141","5651","5495","15","419","73","947","29","24","0.156","4042","3896","18","213","71","955","23","22","0.146","6334","6196","16","904","95","940","22","38","0.138","6685","6543","14","777","79","946","26","28","0.142","7516","7368","15","875","95","933","33","34","0.148","6676","6525","12","188","76","958","19","23","0.151","17528","17391","17","2859","227","861","58","81","0.137","19631","19493","16","2879","238","855","67","78","0.138","13723","13608","14","1673","207","868","61","71","0.115","20847","20720","18","2245","251","850","66","84","0.127","17728","17594","13","1500","239","847","78","75","0.134","15459","15318","9","705","199","871","56","73","0.141","13845","13713","16","2244","205","859","76","65","0.132","16788","16651","9","1040","227","857","61","82","0.137","21651","21488","20","3638","211","865","69","66","0.163","18101","17952","12","396","216","858","64","78","0.149","1715","1562","13","61","86","941","23","36","0.153","2147","1995","17","125","85","947","20","33","0.152","2974","2829","21","527","84","952","22","26","0.145","2098","1958","17","278","95","945","29","26","0.14","1886","1747","10","224","84","944","22","34","0.139","2113","1984","15","225","86","950","22","28","0.129","2121","1990","12","218","78","951","26","23","0.131","1597","1468","15","219","93","936","33","31","0.129","1220","1088","11","90","95","939","35","26","0.132","1812","1680","13","60","79","950","22","28","0.132","1475","1338","16","133","213","866","59","75","0.137","1258","1125","7","71","224","865","67","68","0.133","1954","1799","7","73","231","861","61","78","0.155","2349","2210","5","170","223","854","63","83","0.139","2515","2377","12","84","223","863","58","79","0.138","1607","1461","14","140","224","865","49","86","0.146","1975","1820","10","82","214","859","66","75","0.155","1898","1760","18","198","233","844","76","80","0.138","1302","1156","24","179","207","860","69","71","0.146","1877","1737","14","53","226","870","62","68","0.14"
,"10505","10335","11","903","70","956","21","23","0.17","14022","13856","17","1162","75","952","24","24","0.166","14827","14645","18","288","71","958","22","20","0.182","10207","10020","15","1045","77","960","19","21","0.187","13731","13538","18","1155","73","947","29","24","0.193","10121","9937","24","607","71","955","23","22","0.184","14332","14157","18","1610","95","940","22","38","0.175","13957","13773","18","1500","79","946","26","28","0.184","16463","16276","19","1703","95","933","33","34","0.187","15870","15685","15","743","76","958","19","23","0.185","30625","30451","19","4893","227","861","58","81","0.174","34478","34299","20","4388","238","855","67","78","0.179","25678","25526","17","3049","207","868","61","71","0.152","33288","33125","21","4294","251","850","66","84","0.163","31915","31746","17","3207","239","847","78","75","0.169","27765","27596","12","1646","199","871","56","73","0.169","28477","28317","17","3791","205","859","76","65","0.16","30726","30559","15","2089","227","857","61","82","0.167","37354","37151","23","5550","211","865","69","66","0.203","32396","32215","14","1211","216","858","64","78","0.181","4758","4576","17","199","86","941","23","36","0.182","5697","5511","21","447","85","947","20","33","0.186","7260","7080","25","1255","84","952","22","26","0.18","5448","5270","23","741","95","945","29","26","0.178","4467","4301","12","570","84","944","22","34","0.166","5261","5105","19","622","86","950","22","28","0.156","5454","5299","16","579","78","951","26","23","0.155","4103","3943","19","558","93","936","33","31","0.16","3264","3101","14","268","95","939","35","26","0.163","4868","4704","17","169","79","950","22","28","0.164","4102","3931","16","373","213","866","59","75","0.171","3679","3509","8","196","224","865","67","68","0.17","5061","4871","11","223","231","861","61","78","0.19","5798","5630","9","356","223","854","63","83","0.168","5984","5805","17","223","223","863","58","79","0.179","4219","4040","17","441","224","865","49","86","0.179","4886","4694","13","203","214","859","66","75","0.192","4926","4753","23","566","233","844","76","80","0.173","3830","3641","29","525","207","860","69","71","0.189","4668","4503","15","164","226","870","62","68","0.165"
,"19956","19756","14","1817","70","956","21","23","0.2","24327","24123","22","2355","75","952","24","24","0.204","25611","25386","25","835","71","958","22","20","0.225","18684","18453","19","1837","77","960","19","21","0.231","25963","25723","23","2340","73","947","29","24","0.24","20224","20005","27","1378","71","955","23","22","0.219","25794","25585","23","2505","95","940","22","38","0.209","24512","24296","22","2454","79","946","26","28","0.216","28576","28358","20","2941","95","933","33","34","0.218","28812","28583","20","1741","76","958","19","23","0.229","47559","47349","23","7421","227","861","58","81","0.21","52904","52682","26","6366","238","855","67","78","0.222","40310","40127","21","4660","207","868","61","71","0.183","47751","47558","22","6839","251","850","66","84","0.193","49232","49022","19","4974","239","847","78","75","0.21","42652","42452","14","2782","199","871","56","73","0.2","45562","45365","24","5287","205","859","76","65","0.197","48478","48265","20","3571","227","857","61","82","0.213","55877","55629","24","7378","211","865","69","66","0.248","51386","51158","18","2778","216","858","64","78","0.228","11000","10791","20","574","86","941","23","36","0.209","12401","12181","23","1237","85","947","20","33","0.22","14418","14202","26","2323","84","952","22","26","0.216","11352","11142","25","1490","95","945","29","26","0.21","9055","8854","13","1155","84","944","22","34","0.201","10871","10683","22","1210","86","950","22","28","0.188","11475","11281","21","1300","78","951","26","23","0.194","8956","8759","22","1155","93","936","33","31","0.197","7052","6860","16","691","95","939","35","26","0.192","10398","10206","18","429","79","950","22","28","0.192","9392","9183","17","933","213","866","59","75","0.209","8659","8455","11","405","224","865","67","68","0.204","11020","10796","16","444","231","861","61","78","0.224","11937","11730","15","621","223","854","63","83","0.207","11575","11370","22","503","223","863","58","79","0.205","9182","8966","21","1030","224","865","49","86","0.216","10959","10738","16","562","214","859","66","75","0.221","10943","10734","28","1445","233","844","76","80","0.209","8941","8713","37","1219","207","860","69","71","0.228","9639","9439","18","529","226","870","62","68","0.2"
