"BehaviorSpace results (NetLogo 6.1.1)"
"Modelo.nlogo"
"experiment"
"07/03/2020 00:45:24:840 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","fakenews-rate","public-groups?","num-users","graphics?","debug?","perc-public-groups","[step]","count posts","count posts with [shared?]","count posts with [fakenews? and not shared?]","count posts with [fakenews? and shared?]","count users with [public-group?]","count users with [id-group = 0]","count users with [id-group = 1]","count users with [id-group = 2]","mean [num-posts] of users"
"21","10","false","1000","false","false","8","23","293977","293188","78","27869","86","941","23","36","0.789"
"14","10","true","1000","false","false","22","30","490855","489863","108","48709","251","850","66","84","0.992"
"23","10","false","1000","false","false","8","0","0","0","0","0","84","952","22","26","0"
"23","10","false","1000","false","false","8","1","41","0","4","0","84","952","22","26","0.041"
"23","10","false","1000","false","false","8","2","214","146","10","25","84","952","22","26","0.068"
"23","10","false","1000","false","false","8","3","940","832","14","163","84","952","22","26","0.108"
"23","10","false","1000","false","false","8","4","2974","2829","21","527","84","952","22","26","0.145"
"23","10","false","1000","false","false","8","5","7260","7080","25","1255","84","952","22","26","0.18"
"23","10","false","1000","false","false","8","6","14418","14202","26","2323","84","952","22","26","0.216"
"23","10","false","1000","false","false","8","7","24783","24526","28","3783","84","952","22","26","0.257"
"23","10","false","1000","false","false","8","8","37904","37619","31","5473","84","952","22","26","0.285"
"22","10","false","1000","false","false","8","22","255341","254593","67","24669","85","947","20","33","0.748"
"23","10","false","1000","false","false","8","9","52801","52485","33","7025","84","952","22","26","0.316"
"23","10","false","1000","false","false","8","10","69768","69406","39","8553","84","952","22","26","0.362"
"21","10","false","1000","false","false","8","24","310509","309676","82","29709","86","941","23","36","0.833"
"23","10","false","1000","false","false","8","11","87184","86786","44","10127","84","952","22","26","0.398"
"20","10","true","1000","false","false","22","17","268892","268310","51","19860","216","858","64","78","0.582"
"22","10","false","1000","false","false","8","23","272744","271967","70","25534","85","947","20","33","0.777"
"23","10","false","1000","false","false","8","12","105182","104753","44","11905","84","952","22","26","0.429"
"23","10","false","1000","false","false","8","13","123361","122910","44","13934","84","952","22","26","0.451"
"21","10","false","1000","false","false","8","25","326360","325494","84","31637","86","941","23","36","0.866"
"23","10","false","1000","false","false","8","14","141338","140848","47","16182","84","952","22","26","0.49"
"22","10","false","1000","false","false","8","24","290682","289867","72","26491","85","947","20","33","0.815"
"23","10","false","1000","false","false","8","15","159164","158652","48","18547","84","952","22","26","0.512"
"21","10","false","1000","false","false","8","26","342453","341559","88","33747","86","941","23","36","0.894"
"15","10","true","1000","false","false","22","29","512306","511287","114","60635","239","847","78","75","1.019"
"22","10","false","1000","false","false","8","25","308188","307335","77","27579","85","947","20","33","0.853"
"23","10","false","1000","false","false","8","16","176384","175845","53","20738","84","952","22","26","0.539"
"23","10","false","1000","false","false","8","17","193390","192811","55","22578","84","952","22","26","0.579"
"21","10","false","1000","false","false","8","27","358848","357911","96","35823","86","941","23","36","0.937"
"19","10","true","1000","false","false","22","19","305661","304988","60","27063","211","865","69","66","0.673"
"22","10","false","1000","false","false","8","26","325899","325012","81","28751","85","947","20","33","0.887"
"23","10","false","1000","false","false","8","18","210063","209455","60","23888","84","952","22","26","0.608"
"21","10","false","1000","false","false","8","28","375530","374560","100","37683","86","941","23","36","0.97"
"23","10","false","1000","false","false","8","19","227089","226451","63","25123","84","952","22","26","0.638"
"22","10","false","1000","false","false","8","27","343543","342625","83","29963","85","947","20","33","0.918"
"20","10","true","1000","false","false","22","18","288902","288291","53","22438","216","858","64","78","0.611"
"23","10","false","1000","false","false","8","20","244919","244235","70","26332","84","952","22","26","0.684"
"21","10","false","1000","false","false","8","29","392813","391813","102","39390","86","941","23","36","1"
"22","10","false","1000","false","false","8","28","361311","360358","88","31282","85","947","20","33","0.953"
"18","10","true","1000","false","false","22","26","483401","482475","88","46982","227","857","61","82","0.926"
"23","10","false","1000","false","false","8","21","262358","261636","77","27691","84","952","22","26","0.722"
"21","10","false","1000","false","false","8","30","410438","409396","109","41054","86","941","23","36","1.042"
"23","10","false","1000","false","false","8","22","279716","278960","79","29206","84","952","22","26","0.756"
"24","10","false","1000","false","false","8","0","0","0","0","0","95","945","29","26","0"
"24","10","false","1000","false","false","8","1","45","0","6","0","95","945","29","26","0.045"
"24","10","false","1000","false","false","8","2","180","109","9","16","95","945","29","26","0.071"
"24","10","false","1000","false","false","8","3","682","575","16","69","95","945","29","26","0.107"
"24","10","false","1000","false","false","8","4","2098","1958","17","278","95","945","29","26","0.14"
"22","10","false","1000","false","false","8","29","378784","377796","96","32641","85","947","20","33","0.988"
"24","10","false","1000","false","false","8","5","5448","5270","23","741","95","945","29","26","0.178"
"24","10","false","1000","false","false","8","6","11352","11142","25","1490","95","945","29","26","0.21"
"24","10","false","1000","false","false","8","7","20418","20176","28","2591","95","945","29","26","0.242"
"24","10","false","1000","false","false","8","8","31800","31523","30","4134","95","945","29","26","0.277"
"24","10","false","1000","false","false","8","9","44594","44288","35","5919","95","945","29","26","0.306"
"24","10","false","1000","false","false","8","10","58488","58151","37","7852","95","945","29","26","0.337"
"24","10","false","1000","false","false","8","11","72768","72398","42","9661","95","945","29","26","0.37"
"24","10","false","1000","false","false","8","12","87672","87271","46","11366","95","945","29","26","0.401"
"23","10","false","1000","false","false","8","23","296725","295926","87","30985","84","952","22","26","0.799"
"24","10","false","1000","false","false","8","13","103560","103129","49","13129","95","945","29","26","0.431"
"22","10","false","1000","false","false","8","30","396514","395487","98","33942","85","947","20","33","1.027"
"25","10","false","1000","false","false","8","0","0","0","0","0","84","944","22","34","0"
"25","10","false","1000","false","false","8","1","31","0","3","0","84","944","22","34","0.031"
"25","10","false","1000","false","false","8","2","161","92","3","8","84","944","22","34","0.069"
"25","10","false","1000","false","false","8","3","617","511","8","55","84","944","22","34","0.106"
"25","10","false","1000","false","false","8","4","1886","1747","10","224","84","944","22","34","0.139"
"25","10","false","1000","false","false","8","5","4467","4301","12","570","84","944","22","34","0.166"
"25","10","false","1000","false","false","8","6","9055","8854","13","1155","84","944","22","34","0.201"
"25","10","false","1000","false","false","8","7","16361","16128","17","1913","84","944","22","34","0.233"
"25","10","false","1000","false","false","8","8","25781","25512","20","2595","84","944","22","34","0.269"
"24","10","false","1000","false","false","8","14","120021","119557","54","15128","95","945","29","26","0.464"
"25","10","false","1000","false","false","8","9","36312","36007","26","3231","84","944","22","34","0.305"
"19","10","true","1000","false","false","22","20","324125","323412","65","29261","211","865","69","66","0.713"
"25","10","false","1000","false","false","8","10","47299","46960","32","3778","84","944","22","34","0.339"
"12","10","true","1000","false","false","22","28","535228","534215","112","64530","238","855","67","78","1.013"
"25","10","false","1000","false","false","8","11","59068","58685","35","4442","84","944","22","34","0.383"
"24","10","false","1000","false","false","8","15","137037","136539","56","17307","95","945","29","26","0.498"
"23","10","false","1000","false","false","8","24","314230","313391","90","32841","84","952","22","26","0.839"
"25","10","false","1000","false","false","8","12","71358","70951","38","5254","84","944","22","34","0.407"
"25","10","false","1000","false","false","8","13","84165","83727","39","6372","84","944","22","34","0.438"
"24","10","false","1000","false","false","8","16","154179","153645","60","19511","95","945","29","26","0.534"
"25","10","false","1000","false","false","8","14","97794","97323","44","7855","84","944","22","34","0.471"
"25","10","false","1000","false","false","8","15","111995","111492","45","9584","84","944","22","34","0.503"
"24","10","false","1000","false","false","8","17","171294","170728","61","21591","95","945","29","26","0.566"
"23","10","false","1000","false","false","8","25","332750","331877","94","34733","84","952","22","26","0.873"
"25","10","false","1000","false","false","8","16","126932","126400","47","11414","84","944","22","34","0.532"
"20","10","true","1000","false","false","22","19","308195","307546","58","24408","216","858","64","78","0.649"
"25","10","false","1000","false","false","8","17","142476","141903","50","13483","84","944","22","34","0.573"
"24","10","false","1000","false","false","8","18","188078","187475","63","23532","95","945","29","26","0.603"
"25","10","false","1000","false","false","8","18","158336","157724","54","15426","84","944","22","34","0.612"
"24","10","false","1000","false","false","8","19","204802","204166","66","25363","95","945","29","26","0.636"
"23","10","false","1000","false","false","8","26","353142","352239","97","36891","84","952","22","26","0.903"
"25","10","false","1000","false","false","8","19","174059","173403","58","17178","84","944","22","34","0.656"
"24","10","false","1000","false","false","8","20","221268","220604","73","27009","95","945","29","26","0.664"
"25","10","false","1000","false","false","8","20","189259","188573","61","18610","84","944","22","34","0.686"
"24","10","false","1000","false","false","8","21","238033","237337","75","28667","95","945","29","26","0.696"
"25","10","false","1000","false","false","8","21","204439","203719","63","19795","84","944","22","34","0.72"
"23","10","false","1000","false","false","8","27","374293","373362","98","39385","84","952","22","26","0.931"
"25","10","false","1000","false","false","8","22","219811","219063","67","21011","84","944","22","34","0.748"
"24","10","false","1000","false","false","8","22","255796","255064","78","30394","95","945","29","26","0.732"
"25","10","false","1000","false","false","8","23","235513","234728","69","22392","84","944","22","34","0.785"
"15","10","true","1000","false","false","22","30","532765","531715","120","62613","239","847","78","75","1.05"
"26","10","false","1000","false","false","8","0","0","0","0","0","86","950","22","28","0"
"26","10","false","1000","false","false","8","1","30","0","5","0","86","950","22","28","0.03"
"26","10","false","1000","false","false","8","2","152","87","8","25","86","950","22","28","0.065"
"26","10","false","1000","false","false","8","3","618","517","11","74","86","950","22","28","0.101"
"26","10","false","1000","false","false","8","4","2113","1984","15","225","86","950","22","28","0.129"
"26","10","false","1000","false","false","8","5","5261","5105","19","622","86","950","22","28","0.156"
"26","10","false","1000","false","false","8","6","10871","10683","22","1210","86","950","22","28","0.188"
"23","10","false","1000","false","false","8","28","395316","394345","102","42200","84","952","22","26","0.971"
"26","10","false","1000","false","false","8","7","19067","18851","24","2028","86","950","22","28","0.216"
"26","10","false","1000","false","false","8","8","28995","28746","25","3032","86","950","22","28","0.249"
"24","10","false","1000","false","false","8","23","273216","272451","81","32103","95","945","29","26","0.765"
"26","10","false","1000","false","false","8","9","40910","40629","27","4398","86","950","22","28","0.281"
"26","10","false","1000","false","false","8","10","54309","53997","33","5821","86","950","22","28","0.312"
"26","10","false","1000","false","false","8","11","68974","68621","35","7160","86","950","22","28","0.353"
"25","10","false","1000","false","false","8","24","252055","251236","72","23883","84","944","22","34","0.819"
"19","10","true","1000","false","false","22","21","344580","343831","72","31231","211","865","69","66","0.749"
"26","10","false","1000","false","false","8","12","84913","84538","36","8426","86","950","22","28","0.375"
"26","10","false","1000","false","false","8","13","101763","101354","41","9599","86","950","22","28","0.409"
"24","10","false","1000","false","false","8","24","289662","288873","83","34009","95","945","29","26","0.789"
"25","10","false","1000","false","false","8","25","269267","268422","77","25393","84","944","22","34","0.845"
"26","10","false","1000","false","false","8","14","119163","118718","45","10766","86","950","22","28","0.445"
"23","10","false","1000","false","false","8","29","415333","414330","105","45063","84","952","22","26","1.003"
"18","10","true","1000","false","false","22","27","505655","504685","92","49907","227","857","61","82","0.97"
"26","10","false","1000","false","false","8","15","135743","135259","52","11962","86","950","22","28","0.484"
"20","10","true","1000","false","false","22","20","327050","326368","59","25932","216","858","64","78","0.682"
"24","10","false","1000","false","false","8","25","305902","305081","84","36225","95","945","29","26","0.821"
"25","10","false","1000","false","false","8","26","286651","285774","81","26677","84","944","22","34","0.877"
"26","10","false","1000","false","false","8","16","151672","151152","58","13323","86","950","22","28","0.52"
"26","10","false","1000","false","false","8","17","168037","167473","62","15101","86","950","22","28","0.564"
"24","10","false","1000","false","false","8","26","321977","321103","92","38497","95","945","29","26","0.874"
"23","10","false","1000","false","false","8","30","433450","432415","105","47718","84","952","22","26","1.035"
"25","10","false","1000","false","false","8","27","304907","303995","83","27789","84","944","22","34","0.912"
"27","10","false","1000","false","false","8","0","0","0","0","0","78","951","26","23","0"
"27","10","false","1000","false","false","8","1","36","0","2","0","78","951","26","23","0.036"
"27","10","false","1000","false","false","8","2","159","93","7","8","78","951","26","23","0.066"
"27","10","false","1000","false","false","8","3","684","578","10","71","78","951","26","23","0.106"
"27","10","false","1000","false","false","8","4","2121","1990","12","218","78","951","26","23","0.131"
"27","10","false","1000","false","false","8","5","5454","5299","16","579","78","951","26","23","0.155"
"27","10","false","1000","false","false","8","6","11475","11281","21","1300","78","951","26","23","0.194"
"27","10","false","1000","false","false","8","7","20170","19945","22","2334","78","951","26","23","0.225"
"26","10","false","1000","false","false","8","18","185356","184757","67","17202","86","950","22","28","0.599"
"27","10","false","1000","false","false","8","8","31330","31068","24","3800","78","951","26","23","0.262"
"27","10","false","1000","false","false","8","9","43795","43499","27","5277","78","951","26","23","0.296"
"27","10","false","1000","false","false","8","10","57233","56906","31","6634","78","951","26","23","0.327"
"27","10","false","1000","false","false","8","11","71501","71134","35","7821","78","951","26","23","0.367"
"26","10","false","1000","false","false","8","19","202847","202216","69","19460","86","950","22","28","0.631"
"27","10","false","1000","false","false","8","12","86148","85746","37","9049","78","951","26","23","0.402"
"24","10","false","1000","false","false","8","27","337876","336969","100","40710","95","945","29","26","0.907"
"25","10","false","1000","false","false","8","28","323315","322361","84","28941","84","944","22","34","0.954"
"27","10","false","1000","false","false","8","13","101155","100716","40","10371","78","951","26","23","0.439"
"27","10","false","1000","false","false","8","14","116738","116273","42","11767","78","951","26","23","0.465"
"26","10","false","1000","false","false","8","20","221235","220571","72","21911","86","950","22","28","0.664"
"27","10","false","1000","false","false","8","15","133149","132645","46","13075","78","951","26","23","0.504"
"24","10","false","1000","false","false","8","28","353510","352576","105","42668","95","945","29","26","0.934"
"25","10","false","1000","false","false","8","29","340706","339716","84","30144","84","944","22","34","0.99"
"26","10","false","1000","false","false","8","21","240692","240002","74","24271","86","950","22","28","0.69"
"27","10","false","1000","false","false","8","16","150580","150042","48","14547","78","951","26","23","0.538"
"27","10","false","1000","false","false","8","17","168741","168169","54","16070","78","951","26","23","0.572"
"24","10","false","1000","false","false","8","29","369350","368375","112","44575","95","945","29","26","0.975"
"26","10","false","1000","false","false","8","22","261362","260632","81","26452","86","950","22","28","0.73"
"25","10","false","1000","false","false","8","30","357766","356741","92","31626","84","944","22","34","1.025"
"27","10","false","1000","false","false","8","18","186610","185999","57","17693","78","951","26","23","0.611"
"28","10","false","1000","false","false","8","0","0","0","0","0","93","936","33","31","0"
"28","10","false","1000","false","false","8","1","34","0","2","0","93","936","33","31","0.034"
"28","10","false","1000","false","false","8","2","154","93","7","1","93","936","33","31","0.061"
"28","10","false","1000","false","false","8","3","521","425","11","60","93","936","33","31","0.096"
"28","10","false","1000","false","false","8","4","1597","1468","15","219","93","936","33","31","0.129"
"28","10","false","1000","false","false","8","5","4103","3943","19","558","93","936","33","31","0.16"
"28","10","false","1000","false","false","8","6","8956","8759","22","1155","93","936","33","31","0.197"
"28","10","false","1000","false","false","8","7","16265","16036","24","2062","93","936","33","31","0.229"
"28","10","false","1000","false","false","8","8","26223","25961","26","3244","93","936","33","31","0.262"
"28","10","false","1000","false","false","8","9","38306","38008","33","4886","93","936","33","31","0.298"
"28","10","false","1000","false","false","8","10","53296","52977","36","7244","93","936","33","31","0.319"
"19","10","true","1000","false","false","22","22","365301","364522","76","33199","211","865","69","66","0.779"
"28","10","false","1000","false","false","8","11","69261","68911","38","9534","93","936","33","31","0.35"
"27","10","false","1000","false","false","8","19","203907","203274","58","19207","78","951","26","23","0.633"
"12","10","true","1000","false","false","22","29","557736","556683","114","67347","238","855","67","78","1.053"
"26","10","false","1000","false","false","8","23","282809","282046","88","28670","86","950","22","28","0.763"
"28","10","false","1000","false","false","8","12","87136","86748","41","11753","93","936","33","31","0.388"
"24","10","false","1000","false","false","8","30","386110","385102","115","46540","95","945","29","26","1.008"
"20","10","true","1000","false","false","22","21","345409","344689","60","26920","216","858","64","78","0.72"
"29","10","false","1000","false","false","8","0","0","0","0","0","95","939","35","26","0"
"29","10","false","1000","false","false","8","1","28","0","1","0","95","939","35","26","0.028"
"29","10","false","1000","false","false","8","2","135","68","6","0","95","939","35","26","0.067"
"29","10","false","1000","false","false","8","3","403","304","9","22","95","939","35","26","0.099"
"29","10","false","1000","false","false","8","4","1220","1088","11","90","95","939","35","26","0.132"
"29","10","false","1000","false","false","8","5","3264","3101","14","268","95","939","35","26","0.163"
"29","10","false","1000","false","false","8","6","7052","6860","16","691","95","939","35","26","0.192"
"29","10","false","1000","false","false","8","7","13284","13051","20","1338","95","939","35","26","0.233"
"29","10","false","1000","false","false","8","8","22426","22163","23","2327","95","939","35","26","0.263"
"29","10","false","1000","false","false","8","9","33716","33413","28","3452","95","939","35","26","0.303"
"28","10","false","1000","false","false","8","13","105436","105006","44","13750","93","936","33","31","0.43"
"29","10","false","1000","false","false","8","10","46645","46306","31","4540","95","939","35","26","0.339"
"27","10","false","1000","false","false","8","20","220866","220209","63","20528","78","951","26","23","0.657"
"29","10","false","1000","false","false","8","11","60422","60052","33","5488","95","939","35","26","0.37"
"28","10","false","1000","false","false","8","14","123572","123110","48","15517","93","936","33","31","0.462"
"29","10","false","1000","false","false","8","12","74896","74499","34","6569","95","939","35","26","0.397"
"29","10","false","1000","false","false","8","13","89335","88914","40","7808","95","939","35","26","0.421"
"26","10","false","1000","false","false","8","24","303377","302571","89","30889","86","950","22","28","0.806"
"28","10","false","1000","false","false","8","15","139981","139489","49","16949","93","936","33","31","0.492"
"27","10","false","1000","false","false","8","21","237151","236459","65","21726","78","951","26","23","0.692"
"29","10","false","1000","false","false","8","14","103375","102923","44","9072","95","939","35","26","0.452"
"29","10","false","1000","false","false","8","15","117868","117378","55","10318","95","939","35","26","0.49"
"28","10","false","1000","false","false","8","16","156334","155805","55","18176","93","936","33","31","0.529"
"29","10","false","1000","false","false","8","16","132908","132378","57","11736","95","939","35","26","0.53"
"27","10","false","1000","false","false","8","22","253566","252838","69","23001","78","951","26","23","0.728"
"28","10","false","1000","false","false","8","17","173210","172651","57","19192","93","936","33","31","0.559"
"26","10","false","1000","false","false","8","25","321999","321154","92","32941","86","950","22","28","0.845"
"29","10","false","1000","false","false","8","17","147535","146961","60","13422","95","939","35","26","0.574"
"28","10","false","1000","false","false","8","18","190897","190309","60","20193","93","936","33","31","0.588"
"27","10","false","1000","false","false","8","23","270177","269420","70","24357","78","951","26","23","0.757"
"29","10","false","1000","false","false","8","18","162156","161549","63","15730","95","939","35","26","0.607"
"29","10","false","1000","false","false","8","19","177122","176497","64","18709","95","939","35","26","0.625"
"26","10","false","1000","false","false","8","26","339330","338450","97","34932","86","950","22","28","0.88"
"28","10","false","1000","false","false","8","19","208136","207519","64","21176","93","936","33","31","0.617"
"27","10","false","1000","false","false","8","24","286601","285807","72","25899","78","951","26","23","0.794"
"29","10","false","1000","false","false","8","20","192376","191727","67","21906","95","939","35","26","0.649"
"28","10","false","1000","false","false","8","20","225109","224462","66","22170","93","936","33","31","0.647"
"29","10","false","1000","false","false","8","21","208104","207425","70","25016","95","939","35","26","0.679"
"26","10","false","1000","false","false","8","27","357043","356131","100","37280","86","950","22","28","0.912"
"27","10","false","1000","false","false","8","25","303539","302710","73","27844","78","951","26","23","0.829"
"18","10","true","1000","false","false","22","28","527434","526424","93","52422","227","857","61","82","1.01"
"28","10","false","1000","false","false","8","21","241667","240990","69","23388","93","936","33","31","0.677"
"29","10","false","1000","false","false","8","22","224083","223374","72","27741","95","939","35","26","0.709"
"27","10","false","1000","false","false","8","26","320027","319159","83","29931","78","951","26","23","0.868"
"28","10","false","1000","false","false","8","22","258204","257487","72","24961","93","936","33","31","0.717"
"20","10","true","1000","false","false","22","22","363723","362963","63","27742","216","858","64","78","0.76"
"26","10","false","1000","false","false","8","28","375084","374133","105","39891","86","950","22","28","0.951"
"29","10","false","1000","false","false","8","23","239707","238959","77","29838","95","939","35","26","0.748"
"19","10","true","1000","false","false","22","23","385573","384769","77","35292","211","865","69","66","0.804"
"28","10","false","1000","false","false","8","23","274644","273897","76","26867","93","936","33","31","0.747"
"27","10","false","1000","false","false","8","27","335893","334985","92","31953","78","951","26","23","0.908"
"29","10","false","1000","false","false","8","24","255202","254429","80","31589","95","939","35","26","0.773"
"26","10","false","1000","false","false","8","29","394077","393083","108","42483","86","950","22","28","0.994"
"29","10","false","1000","false","false","8","25","270089","269278","82","33250","95","939","35","26","0.811"
"28","10","false","1000","false","false","8","24","291175","290394","80","28788","93","936","33","31","0.781"
"27","10","false","1000","false","false","8","28","351358","350420","94","33651","78","951","26","23","0.938"
"29","10","false","1000","false","false","8","26","285115","284261","83","35079","95","939","35","26","0.854"
"28","10","false","1000","false","false","8","25","307305","306490","83","30517","93","936","33","31","0.815"
"26","10","false","1000","false","false","8","30","413502","412470","114","44836","86","950","22","28","1.032"
"30","10","false","1000","false","false","8","0","0","0","0","0","79","950","22","28","0"
"30","10","false","1000","false","false","8","1","28","0","1","0","79","950","22","28","0.028"
"30","10","false","1000","false","false","8","2","130","72","3","0","79","950","22","28","0.058"
"30","10","false","1000","false","false","8","3","526","433","9","8","79","950","22","28","0.093"
"30","10","false","1000","false","false","8","4","1812","1680","13","60","79","950","22","28","0.132"
"30","10","false","1000","false","false","8","5","4868","4704","17","169","79","950","22","28","0.164"
"30","10","false","1000","false","false","8","6","10398","10206","18","429","79","950","22","28","0.192"
"30","10","false","1000","false","false","8","7","18774","18550","21","988","79","950","22","28","0.224"
"30","10","false","1000","false","false","8","8","30151","29906","21","2004","79","950","22","28","0.245"
"27","10","false","1000","false","false","8","29","366403","365428","100","34891","78","951","26","23","0.975"
"30","10","false","1000","false","false","8","9","43705","43418","24","3559","79","950","22","28","0.287"
"30","10","false","1000","false","false","8","10","58980","58665","30","5513","79","950","22","28","0.315"
"29","10","false","1000","false","false","8","27","300865","299976","86","37017","95","939","35","26","0.889"
"30","10","false","1000","false","false","8","11","74097","73754","33","7281","79","950","22","28","0.343"
"30","10","false","1000","false","false","8","12","89091","88709","37","8936","79","950","22","28","0.382"
"28","10","false","1000","false","false","8","26","323131","322285","85","32205","93","936","33","31","0.846"
"30","10","false","1000","false","false","8","13","103720","103308","40","10474","79","950","22","28","0.412"
"27","10","false","1000","false","false","8","30","382474","381473","103","36215","78","951","26","23","1.001"
"31","10","false","1000","false","false","22","0","0","0","0","0","213","866","59","75","0"
"31","10","false","1000","false","false","22","1","35","0","1","0","213","866","59","75","0.035"
"31","10","false","1000","false","false","22","2","170","107","4","11","213","866","59","75","0.063"
"31","10","false","1000","false","false","22","3","539","432","9","44","213","866","59","75","0.107"
"31","10","false","1000","false","false","22","4","1475","1338","16","133","213","866","59","75","0.137"
"31","10","false","1000","false","false","22","5","4102","3931","16","373","213","866","59","75","0.171"
"31","10","false","1000","false","false","22","6","9392","9183","17","933","213","866","59","75","0.209"
"31","10","false","1000","false","false","22","7","17685","17437","20","1615","213","866","59","75","0.248"
"30","10","false","1000","false","false","8","14","118475","118025","43","12073","79","950","22","28","0.45"
"31","10","false","1000","false","false","22","8","28684","28384","25","2515","213","866","59","75","0.3"
"29","10","false","1000","false","false","8","28","317227","316300","89","38853","95","939","35","26","0.927"
"31","10","false","1000","false","false","22","9","41314","40982","31","3671","213","866","59","75","0.332"
"31","10","false","1000","false","false","22","10","55792","55426","38","5044","213","866","59","75","0.366"
"30","10","false","1000","false","false","8","15","134019","133542","46","13772","79","950","22","28","0.477"
"31","10","false","1000","false","false","22","11","71100","70696","41","6449","213","866","59","75","0.404"
"28","10","false","1000","false","false","8","27","340020","339142","87","34110","93","936","33","31","0.878"
"31","10","false","1000","false","false","22","12","88701","88260","45","7939","213","866","59","75","0.441"
"30","10","false","1000","false","false","8","16","150693","150183","49","15365","79","950","22","28","0.51"
"31","10","false","1000","false","false","22","13","108173","107689","49","9520","213","866","59","75","0.484"
"29","10","false","1000","false","false","8","29","334468","333513","90","40302","95","939","35","26","0.955"
"30","10","false","1000","false","false","8","17","167069","166534","51","17002","79","950","22","28","0.535"
"31","10","false","1000","false","false","22","14","128024","127509","50","10981","213","866","59","75","0.515"
"28","10","false","1000","false","false","8","28","356862","355949","91","35715","93","936","33","31","0.913"
"30","10","false","1000","false","false","8","18","183994","183429","56","18857","79","950","22","28","0.565"
"31","10","false","1000","false","false","22","15","147077","146522","53","12485","213","866","59","75","0.555"
"20","10","true","1000","false","false","22","23","383954","383152","67","28651","216","858","64","78","0.802"
"29","10","false","1000","false","false","8","30","352110","351129","93","41544","95","939","35","26","0.981"
"32","10","false","1000","false","false","22","0","0","0","0","0","224","865","67","68","0"
"32","10","false","1000","false","false","22","1","31","0","1","0","224","865","67","68","0.031"
"32","10","false","1000","false","false","22","2","119","55","3","2","224","865","67","68","0.064"
"32","10","false","1000","false","false","22","3","381","286","5","12","224","865","67","68","0.095"
"32","10","false","1000","false","false","22","4","1258","1125","7","71","224","865","67","68","0.133"
"32","10","false","1000","false","false","22","5","3679","3509","8","196","224","865","67","68","0.17"
"32","10","false","1000","false","false","22","6","8659","8455","11","405","224","865","67","68","0.204"
"32","10","false","1000","false","false","22","7","16736","16499","16","748","224","865","67","68","0.237"
"32","10","false","1000","false","false","22","8","27069","26798","17","1313","224","865","67","68","0.271"
"30","10","false","1000","false","false","8","19","200653","200056","60","20780","79","950","22","28","0.597"
"31","10","false","1000","false","false","22","16","165905","165307","56","14182","213","866","59","75","0.598"
"32","10","false","1000","false","false","22","9","38886","38573","20","2002","224","865","67","68","0.313"
"32","10","false","1000","false","false","22","10","51452","51105","23","2910","224","865","67","68","0.347"
"28","10","false","1000","false","false","8","29","374203","373258","92","37157","93","936","33","31","0.945"
"12","10","true","1000","false","false","22","30","580076","578989","119","69294","238","855","67","78","1.087"
"32","10","false","1000","false","false","22","11","65560","65181","24","3899","224","865","67","68","0.379"
"33","10","false","1000","false","false","22","0","0","0","0","0","231","861","61","78","0"
"33","10","false","1000","false","false","22","1","39","0","2","0","231","861","61","78","0.039"
"33","10","false","1000","false","false","22","2","181","99","4","10","231","861","61","78","0.082"
"33","10","false","1000","false","false","22","3","641","520","6","25","231","861","61","78","0.121"
"33","10","false","1000","false","false","22","4","1954","1799","7","73","231","861","61","78","0.155"
"33","10","false","1000","false","false","22","5","5061","4871","11","223","231","861","61","78","0.19"
"33","10","false","1000","false","false","22","6","11020","10796","16","444","231","861","61","78","0.224"
"33","10","false","1000","false","false","22","7","19845","19583","21","736","231","861","61","78","0.262"
"33","10","false","1000","false","false","22","8","30977","30686","22","1071","231","861","61","78","0.291"
"32","10","false","1000","false","false","22","12","81165","80746","32","5072","224","865","67","68","0.419"
"31","10","false","1000","false","false","22","17","184824","184192","62","16205","213","866","59","75","0.632"
"33","10","false","1000","false","false","22","9","43563","43239","24","1671","231","861","61","78","0.324"
"30","10","false","1000","false","false","8","20","216969","216337","61","22702","79","950","22","28","0.632"
"19","10","true","1000","false","false","22","24","405124","404288","83","37898","211","865","69","66","0.836"
"33","10","false","1000","false","false","22","10","57699","57338","28","2592","231","861","61","78","0.361"
"32","10","false","1000","false","false","22","13","97104","96649","34","6296","224","865","67","68","0.455"
"33","10","false","1000","false","false","22","11","73113","72713","32","3800","231","861","61","78","0.4"
"32","10","false","1000","false","false","22","14","113936","113443","38","7649","224","865","67","68","0.493"
"33","10","false","1000","false","false","22","12","89488","89058","36","5271","231","861","61","78","0.43"
"31","10","false","1000","false","false","22","18","204744","204074","65","18487","213","866","59","75","0.67"
"30","10","false","1000","false","false","8","21","232594","231930","63","24486","79","950","22","28","0.664"
"33","10","false","1000","false","false","22","13","106835","106371","39","7048","231","861","61","78","0.464"
"32","10","false","1000","false","false","22","15","131137","130617","39","8993","224","865","67","68","0.52"
"28","10","false","1000","false","false","8","30","391772","390789","94","38420","93","936","33","31","0.983"
"34","10","false","1000","false","false","22","0","0","0","0","0","223","854","63","83","0"
"34","10","false","1000","false","false","22","1","34","0","3","0","223","854","63","83","0.034"
"34","10","false","1000","false","false","22","2","195","127","4","18","223","854","63","83","0.068"
"34","10","false","1000","false","false","22","3","777","681","4","62","223","854","63","83","0.096"
"34","10","false","1000","false","false","22","4","2349","2210","5","170","223","854","63","83","0.139"
